age,sex,income,employment_duration_years,loan_amount,purpose,existing_debt,credit_history_years,credit_limit,credit_used,late_payments_last_2y,num_open_accounts,checking_balance,savings_balance,target
18,female,61113.33,11.51,6672.98,electronics,13403.75,1.01,19068.13,8071.86,0,2,3181.01,8443.0,1
57,male,32049.36,1.46,15472.08,car,5679.68,0.22,5669.74,4317.51,0,11,4396.49,0.0,1
61,female,17954.94,1.23,14014.84,car,1620.59,3.91,3788.02,1035.74,1,6,7044.68,0.0,0
38,male,8000.0,0.07,761.67,other,439.84,1.46,1008.01,831.67,1,5,3843.39,7329.32,1
35,male,35217.08,2.8,20981.43,business,11922.52,0.34,12574.0,3930.5,2,2,4924.67,5268.47,0
18,female,88567.47,4.1,11246.44,education,16141.77,2.64,32129.47,15162.91,1,8,2162.98,9861.6,1
19,male,52827.92,1.41,3112.55,business,4355.45,2.19,23001.31,12296.63,0,7,4201.2,0.0,0
20,male,34927.7,0.59,21510.27,electronics,11745.55,21.29,15669.29,4707.41,4,1,1897.53,1149.07,1
44,male,53371.44,2.84,17005.4,other,14952.96,11.72,8754.18,563.2,1,8,1939.37,2221.72,1
48,male,16902.75,1.43,1883.66,business,4000.48,5.83,6714.05,985.32,2,2,2359.15,4999.38,0
42,male,39648.18,3.33,26217.46,business,2634.75,4.34,6101.18,442.21,2,4,809.55,4215.26,0
58,female,46790.59,12.15,17270.38,other,4522.9,10.05,11673.6,1462.87,2,7,3513.13,6814.47,0
38,female,43450.19,9.42,11918.43,car,769.45,8.5,13305.08,1578.66,1,9,3505.54,3312.08,0
63,female,59234.51,5.26,24721.75,electronics,4489.07,3.19,7095.58,3237.51,0,2,4456.75,12234.02,0
55,male,51203.61,5.24,13274.38,medical,7167.77,10.77,8331.11,5480.11,0,6,3918.82,14147.26,1
71,female,57029.87,9.96,11775.34,car,10056.29,6.11,11887.67,1552.32,3,4,8000.13,0.0,0
59,male,32609.3,1.2,6717.6,electronics,7644.64,19.51,4924.56,2858.15,0,8,5157.89,4270.67,1
25,male,61160.68,5.09,16654.8,furniture,5381.24,5.05,28968.05,5777.12,1,10,1378.24,8787.97,0
49,male,74320.87,6.66,15812.82,business,1968.37,10.32,16003.34,2257.81,1,8,3359.21,7511.97,0
55,female,27537.31,3.34,12117.44,medical,1646.37,18.81,8274.1,4040.93,2,9,6238.09,1552.94,1
18,female,29021.48,0.09,5680.11,furniture,7057.53,14.56,14470.51,10398.92,1,5,-849.92,5529.19,1
20,male,69044.12,2.01,13039.44,business,21317.14,9.5,22553.75,3914.88,2,7,8042.73,0.0,1
19,female,41555.81,9.33,11441.61,medical,5486.7,8.28,10995.6,4120.67,0,4,-323.92,3885.15,0
27,female,70268.79,7.57,1332.21,other,10147.73,5.47,33161.03,3469.77,0,11,4700.83,0.0,0
68,male,37034.36,4.7,500.0,other,10514.19,5.38,6999.46,3698.0,0,3,2019.8,7047.87,1
31,female,71190.82,0.4,16521.23,education,10510.47,1.27,12230.6,2026.76,1,11,1847.2,0.0,0
28,female,47366.74,3.07,500.0,car,5469.03,4.64,14880.06,7457.97,1,9,-1908.74,4978.2,0
43,female,49648.12,2.97,13643.28,medical,12448.12,3.88,13450.7,5661.23,2,11,4722.5,5915.17,1
40,female,73164.92,0.18,8175.34,education,18829.98,3.79,30641.06,3218.41,1,8,-1865.07,4455.18,0
74,male,38488.13,1.65,22465.97,education,5412.34,0.22,4495.57,2102.02,4,4,-2328.31,208.28,1
23,male,28059.8,3.38,8052.25,education,7093.1,2.49,9739.29,6750.79,0,4,5479.11,2737.79,0
65,female,36925.84,4.11,17275.87,business,3383.95,7.01,14189.56,2633.03,2,2,7368.82,11086.43,0
31,male,53142.01,5.58,8824.69,electronics,8271.38,3.04,25974.05,7395.04,1,11,-1.74,1452.35,1
35,female,16816.34,1.01,12909.99,electronics,3130.79,4.7,2662.11,193.33,0,2,5009.33,4128.58,1
45,male,56474.48,4.29,17894.69,electronics,4539.97,1.76,11210.03,3329.93,1,9,4389.58,659.27,1
73,male,35302.12,1.85,8299.55,education,3369.17,1.87,16697.1,8576.98,1,8,1725.44,10122.56,0
31,female,65660.63,0.37,19972.44,business,7594.99,0.55,23129.06,6665.81,3,2,6007.45,4466.98,1
37,male,8000.0,2.63,4050.42,car,1779.15,7.08,921.76,443.73,0,11,1509.13,0.0,1
55,male,30841.82,4.5,14356.74,electronics,9246.5,0.15,4038.35,1650.18,0,2,3552.6,4042.75,1
56,female,14643.57,1.95,19381.12,medical,4395.62,1.42,6065.02,1771.73,3,2,-1761.31,2553.81,1
38,male,30127.87,4.99,17280.3,car,7954.91,1.14,9851.51,4441.71,0,6,-1633.09,12355.49,0
25,female,49457.99,3.96,27331.56,medical,5273.11,3.55,16131.52,5726.4,0,2,5507.13,3731.87,1
62,female,41773.92,1.28,5892.49,medical,15412.4,1.56,18879.57,8625.84,2,2,3653.62,0.0,0
69,female,40439.2,0.27,966.81,electronics,729.38,11.34,7943.84,2295.67,3,7,1572.63,6991.8,0
52,female,42134.67,4.01,4045.32,business,10715.22,3.01,6917.35,3750.4,1,11,7723.54,14716.52,0
67,male,48660.99,3.69,17283.54,education,10360.68,2.76,16813.46,11151.54,0,1,7691.95,11181.59,1
32,female,26846.35,0.83,15983.38,furniture,1229.43,4.61,12160.57,3261.67,1,8,3317.5,0.0,1
67,male,57723.29,0.55,12818.05,furniture,7713.19,4.08,11896.79,1072.69,0,7,-2366.97,2387.63,1
64,male,56927.99,1.4,3016.34,other,10180.6,0.62,21206.69,5213.85,2,1,1665.2,3815.9,0
69,female,51930.68,3.84,18134.94,other,3106.23,11.75,8358.33,2556.26,1,2,-497.75,3888.71,1
71,male,55017.6,0.84,2202.36,other,8731.44,3.37,9284.96,4053.45,0,5,2268.54,6285.77,1
37,male,50335.52,5.79,21271.6,car,3577.49,10.65,23184.74,5969.72,1,8,-808.89,1935.39,1
24,female,81631.32,6.16,34859.51,other,15002.11,9.66,12014.99,8241.59,4,3,-1588.68,0.0,0
60,female,43432.3,1.0,14931.61,business,8564.43,3.52,4766.18,3142.41,2,5,-4787.84,9710.8,1
56,female,39472.5,0.44,16664.87,education,1602.53,5.49,16182.79,7762.38,2,6,2501.77,0.0,1
54,male,31436.5,0.7,8057.12,electronics,4930.78,0.28,7702.06,4774.84,0,8,-4896.29,0.0,0
53,female,26419.27,14.55,500.0,furniture,6028.38,0.37,6833.7,3973.13,1,3,1039.28,0.0,0
20,female,22599.51,0.85,7178.25,electronics,459.99,1.38,9490.51,2544.81,1,8,4083.19,7673.27,0
56,female,29001.65,0.68,3256.84,furniture,6112.07,5.97,4987.54,1181.33,2,10,-166.29,4638.83,0
45,female,43727.75,0.48,500.0,medical,10283.78,3.91,15747.71,6546.8,1,7,-1254.49,9301.02,1
19,male,51017.31,0.24,25778.88,other,17992.04,11.35,11499.88,2428.92,0,8,1796.46,0.0,1
66,male,45920.56,0.33,14182.9,other,9185.22,3.85,6507.28,2502.84,1,2,-485.82,0.0,1
19,male,31220.37,13.79,15037.5,other,2262.91,1.91,11707.59,4300.35,2,10,2556.97,1336.59,1
31,female,61203.32,0.06,9527.82,car,11274.89,5.72,13921.65,3691.11,0,4,-1098.49,2905.02,0
34,female,58309.43,2.75,10617.03,medical,11279.87,1.56,26043.42,3296.16,1,3,1686.52,5254.58,0
62,male,42126.33,0.46,19716.41,other,10905.72,3.66,19698.87,6276.21,1,7,960.74,0.0,1
22,female,33247.51,3.36,11741.3,education,10512.6,10.39,14616.29,3464.41,1,5,1965.44,6872.39,0
39,female,54871.7,0.61,16245.55,education,9712.35,13.72,12562.37,3026.39,1,6,6905.45,0.0,1
38,male,48383.52,7.76,10431.97,electronics,7165.45,0.26,9417.03,4312.02,0,9,2599.43,115.51,0
41,female,18933.71,10.16,9262.78,medical,3322.17,6.25,8654.98,2686.4,1,6,3513.33,11042.26,0
67,male,43776.36,5.5,744.69,business,5943.0,11.07,12308.98,5788.37,0,5,125.62,0.0,0
36,male,49716.64,3.72,500.0,business,9735.77,0.44,19046.24,2391.91,0,9,2669.77,5935.01,0
38,female,28805.49,4.81,9907.5,car,2002.54,3.51,12411.3,5974.56,2,5,1175.59,5912.37,0
41,female,48417.18,3.04,12451.97,other,12120.62,0.98,10219.64,2424.38,2,11,2088.97,0.0,0
40,male,18813.2,1.74,1710.96,education,3999.32,3.18,2777.56,470.34,0,11,3946.84,1317.97,1
72,female,69051.35,0.41,11724.2,other,12624.29,15.73,24163.21,5805.67,0,6,499.3,11326.28,1
33,female,67463.1,5.21,12430.02,business,5086.12,1.49,22672.79,4630.07,0,9,805.86,15777.54,0
24,female,40454.69,4.21,500.0,education,2608.47,3.49,8417.81,2169.71,1,8,540.76,10388.36,0
42,female,51542.18,1.05,4679.0,medical,14671.27,9.32,17209.04,12626.1,0,10,482.84,15315.23,0
22,female,8000.0,2.8,15258.11,furniture,2828.88,2.36,3329.14,531.57,1,6,2519.71,0.0,1
63,male,24185.74,0.06,15096.47,education,4949.06,1.29,5804.68,2241.91,2,5,908.05,0.0,0
68,male,39711.98,2.53,2770.6,car,15214.06,6.2,7820.36,4322.07,1,4,6493.87,3684.27,0
65,female,25701.61,1.71,13267.58,medical,6884.43,2.98,10023.64,5008.62,1,7,10037.49,8829.15,1
63,male,57859.14,0.22,20179.26,electronics,4808.41,4.8,23973.86,2567.0,3,7,296.17,0.0,0
42,female,80951.34,0.03,18216.58,car,14836.05,4.27,38995.54,12987.95,1,5,2882.01,0.0,1
57,male,23820.94,1.38,11237.71,medical,3122.96,0.62,3788.35,434.81,1,4,5114.02,0.0,0
40,male,29925.66,7.92,8256.19,furniture,6315.55,16.9,13637.29,11661.2,2,5,1202.75,6139.38,0
66,male,49238.07,11.58,6965.24,furniture,8280.89,3.49,19992.6,10540.9,0,6,-983.17,5365.72,0
29,male,74000.09,16.07,15742.56,furniture,16909.83,1.86,28176.27,7664.23,0,2,7214.52,0.0,0
26,female,22997.26,5.19,13560.83,business,5574.23,3.4,5179.48,1784.0,0,8,4058.47,5078.87,0
73,female,49482.65,4.75,17035.23,electronics,5132.46,1.89,5387.53,519.44,1,10,2956.07,0.0,1
38,male,77783.38,0.94,13054.99,education,12442.18,3.66,23569.93,17027.92,1,4,6351.57,1441.45,1
35,male,15268.34,0.22,18550.11,electronics,2897.2,5.08,3272.12,921.51,1,5,4310.7,0.0,1
56,female,21940.75,7.63,12756.74,medical,4896.41,0.52,4737.63,1519.91,0,2,1856.19,3098.57,1
37,female,37375.08,17.26,18277.51,electronics,11027.33,13.09,17598.26,1521.95,1,7,-929.89,0.0,0
60,female,35629.41,2.28,18966.58,medical,2672.58,0.57,5743.02,2801.1,1,5,520.0,8142.25,1
42,male,59626.82,2.05,5563.79,education,5465.91,0.9,28244.81,3172.01,0,10,5614.47,3842.88,0
62,male,49349.87,1.81,500.0,car,4318.93,16.15,14880.11,9291.56,1,10,4046.26,2639.54,1
22,female,13050.68,0.9,24347.94,education,3666.5,3.27,5681.12,1312.87,0,9,1440.0,14608.75,1
59,male,54277.39,3.21,14053.27,furniture,12288.8,17.69,11584.7,3623.44,1,3,7299.69,6299.73,1
36,female,34604.3,8.6,500.0,education,3204.89,1.38,12234.98,3442.42,0,3,1528.34,1791.08,0
42,female,67940.05,1.64,6289.44,car,11223.0,4.16,21919.86,6769.64,1,6,4962.55,497.59,1
71,male,33703.42,0.09,18174.99,medical,1269.03,2.79,15829.37,7754.86,3,7,2660.12,0.0,0
45,female,33540.92,5.25,9762.59,business,1687.12,2.67,5759.63,1954.63,0,1,7798.86,3604.7,0
22,female,54740.37,5.23,7903.51,car,3715.5,12.72,9953.33,6026.69,0,6,4259.14,5845.68,0
44,female,58732.68,9.61,23207.05,other,15667.91,1.35,28167.36,21539.64,1,1,2138.48,0.0,0
31,male,53065.79,12.94,3621.7,electronics,12799.84,2.52,7386.01,824.5,0,3,1463.6,0.0,0
45,female,14659.25,7.46,5614.77,furniture,1423.52,0.49,5187.51,1071.18,2,4,1953.88,903.38,0
30,male,54684.62,1.77,13691.09,car,6058.09,9.7,6793.23,2463.56,0,1,-176.19,0.0,1
54,female,26382.46,1.34,15123.64,furniture,1811.49,0.62,3450.73,1061.32,1,3,-2100.11,4259.54,1
31,male,49234.97,1.24,15970.74,car,3653.11,0.6,16683.74,13456.56,1,7,2926.21,5092.91,0
44,female,19372.78,0.73,19289.9,education,1991.6,1.39,6209.89,3609.84,2,11,399.44,3266.16,1
72,male,53033.8,2.15,13588.63,business,9957.23,7.16,17459.28,6665.92,1,9,391.47,7301.05,0
54,female,30481.22,7.21,15915.07,electronics,4891.02,6.83,8823.12,3594.0,0,4,1733.48,490.53,0
58,male,21912.58,3.02,9926.33,other,525.77,5.67,8698.06,2814.65,0,11,2156.67,3724.57,1
62,female,57848.76,0.73,12501.59,other,4483.21,21.97,28743.63,6104.41,1,5,2022.13,0.0,0
70,male,49349.6,0.06,12860.27,electronics,10225.83,8.8,10378.84,3501.73,2,4,7214.89,5707.72,0
68,male,33948.42,0.95,13720.79,business,6188.5,2.69,7786.95,3391.64,0,10,3987.14,4455.45,0
66,male,71121.22,5.29,18180.32,electronics,7765.15,3.62,16302.39,5460.33,1,5,8323.45,0.0,0
37,male,37068.26,2.39,16441.17,furniture,7732.54,2.1,15024.05,5416.61,0,9,683.03,3069.64,0
53,male,45577.94,1.07,12353.74,furniture,5067.87,12.12,10902.53,8228.82,2,2,4351.16,3773.07,1
64,male,49840.44,0.46,5526.99,education,12077.5,8.68,18475.59,1452.79,0,4,849.76,5686.07,1
49,male,33846.01,0.21,12541.37,car,6708.82,2.13,9421.21,211.76,0,11,316.6,5908.71,0
25,female,53480.45,9.21,11775.86,business,6506.19,3.62,18350.31,10092.37,0,3,8436.63,0.0,1
47,female,35397.86,1.12,13545.45,other,14037.58,1.84,15277.93,10165.82,0,10,-304.44,8581.87,0
30,male,37590.51,0.53,29652.2,electronics,5482.2,4.33,11488.54,2215.64,0,6,-4695.2,7138.33,0
57,male,69527.57,5.75,7809.82,business,18935.05,1.97,20167.81,6776.77,0,11,-123.85,0.0,0
66,female,26269.45,2.1,15378.31,other,6790.08,10.01,5432.26,1821.43,0,5,-4024.97,0.0,1
58,female,8000.0,7.39,20547.7,business,544.56,9.54,2450.89,677.7,2,6,-853.97,111.09,1
49,male,73996.87,0.57,12784.02,electronics,7873.57,8.69,15166.76,2664.38,0,5,-576.0,0.0,0
52,male,90887.9,8.48,30702.76,other,28377.03,7.83,39756.92,11744.43,1,3,2105.85,5248.04,1
48,female,37705.15,0.38,8975.69,car,4484.26,0.78,9635.39,2716.18,1,10,-4148.79,11101.36,1
43,male,10136.92,0.55,14592.71,business,1941.74,0.67,1537.19,1053.32,1,7,5587.86,12529.28,1
30,female,39411.29,0.0,5609.55,furniture,3795.34,16.01,7724.1,3064.2,1,6,-3627.31,0.0,0
56,male,39847.99,4.43,9187.8,furniture,8532.42,13.24,12505.6,4752.15,2,5,1616.75,8720.83,1
37,female,41581.37,0.86,13991.47,education,4102.45,5.52,19398.33,8045.71,1,9,1027.54,4507.01,0
26,male,24959.02,15.79,18770.43,business,6301.5,3.54,5496.59,906.89,1,4,4476.05,0.0,0
63,male,55432.1,0.42,14552.76,medical,11168.83,4.38,11405.4,3936.98,2,3,3054.63,2005.62,1
49,female,54441.13,3.26,22072.92,medical,11832.62,9.75,14297.54,3546.25,3,1,5560.62,1337.9,0
47,female,18100.7,9.37,11240.28,electronics,5206.33,7.87,8816.88,4508.7,1,10,915.64,11264.91,1
47,female,57585.54,0.69,9342.65,electronics,10950.72,3.56,25227.53,11092.65,1,1,605.76,0.0,1
22,female,81948.33,1.31,33631.88,car,10708.89,2.47,13100.85,1875.73,2,10,3238.37,7378.39,0
48,male,48095.29,6.3,15153.9,business,2913.13,1.12,16616.98,9928.13,0,5,5087.61,3357.47,0
48,male,38928.15,10.11,6244.15,medical,9822.77,8.31,16223.14,3305.55,0,1,4475.21,0.0,0
47,male,42443.94,2.68,6445.89,education,12227.42,0.42,17283.35,5552.6,1,11,2965.44,686.89,1
18,male,56074.62,2.08,4458.56,electronics,20169.59,1.09,16572.19,9981.7,2,9,2697.99,13189.79,1
60,female,13847.91,4.65,19492.55,electronics,3241.68,8.34,5438.53,4104.17,2,8,1891.13,2959.78,1
53,male,47959.03,3.03,9084.98,business,3606.14,4.44,15991.2,8085.13,1,7,3229.79,9435.2,1
61,male,37971.65,0.82,13018.9,business,12643.57,1.29,6856.84,4861.17,0,9,8104.8,9106.33,1
46,female,78260.85,7.82,11491.93,education,9184.67,0.71,9580.81,6273.56,0,2,1272.28,1310.42,1
36,female,41864.89,0.26,17851.94,furniture,5035.9,18.78,10374.11,5516.5,2,3,906.53,0.0,1
65,female,75021.98,0.89,5226.05,electronics,15911.93,0.8,9360.91,4299.14,2,6,676.83,0.0,1
37,female,25132.67,4.33,3395.42,electronics,2730.84,0.84,6484.36,3664.29,0,9,3168.12,12710.0,0
43,female,55570.67,2.68,13794.38,car,12318.27,1.47,23981.61,21990.97,0,7,-4365.24,4910.42,1
18,male,50749.2,2.81,16807.67,electronics,6488.99,6.7,22213.82,8205.99,0,5,1594.81,0.0,0
27,male,29357.15,0.55,14660.26,medical,8563.85,6.42,3335.84,620.59,2,8,4641.94,9003.76,0
24,male,48193.13,8.14,5524.37,business,11362.38,1.81,6159.77,1159.28,1,1,421.31,0.0,0
42,male,66825.34,1.14,17419.88,car,4797.72,1.77,24588.17,11182.03,0,6,2560.11,0.0,1
32,male,39171.75,4.61,6049.11,medical,9872.68,3.11,11751.5,6598.93,0,5,8328.01,4487.77,0
36,male,14544.67,0.08,7827.69,furniture,2092.91,8.21,2323.41,200.67,0,6,2994.8,19122.51,0
61,female,44683.87,2.75,4448.37,business,17039.37,5.0,18866.06,9643.52,0,2,-4717.68,8896.01,0
56,female,28756.38,3.19,22409.27,education,3884.26,6.66,5365.9,1763.8,0,10,-2229.65,1105.66,0
63,female,38837.86,12.63,17067.37,medical,8453.7,3.68,5097.85,3453.64,0,10,1246.99,4169.89,0
64,female,43531.42,7.53,16839.95,medical,6929.58,4.12,17403.99,10180.29,1,11,-411.48,9518.26,1
32,male,14298.26,16.96,21977.69,electronics,1357.01,0.48,4907.88,1507.78,0,10,2310.15,12531.18,0
53,female,15918.15,1.19,34501.19,medical,2422.77,5.01,4103.33,871.85,1,8,1116.27,2514.16,1
67,female,53677.2,7.13,500.0,business,12818.72,0.67,20241.16,6714.97,1,4,5498.21,2688.3,1
35,female,35591.06,1.65,6092.99,electronics,4964.55,17.88,16533.91,6132.85,1,2,-1273.99,0.0,1
39,male,8000.0,0.67,7070.6,car,758.51,3.85,909.38,525.12,0,7,1377.5,7990.95,1
48,female,59127.19,7.42,5193.44,education,13579.56,4.24,20757.89,7386.9,1,11,2651.78,10155.83,1
63,male,49902.66,4.24,3379.33,education,5431.46,14.86,9345.12,1268.24,2,5,3023.4,0.0,0
26,male,32150.25,8.55,9602.78,education,7665.88,11.25,9312.48,4579.99,1,11,2440.42,1619.16,1
44,female,21297.06,1.33,2267.17,business,4531.6,5.6,5741.53,2820.06,1,2,-5233.82,0.0,0
31,female,60044.54,3.18,14680.34,business,10864.29,5.88,15370.91,10022.71,0,4,2249.88,4905.44,1
58,female,51288.31,3.43,12413.59,furniture,13130.83,2.0,9034.05,3396.67,1,8,1547.74,0.0,0
31,female,87886.84,1.38,15848.23,electronics,29626.54,3.15,37005.63,21838.02,0,6,4592.33,0.0,1
38,male,52563.39,8.17,16061.83,other,10666.65,0.3,13235.9,5772.93,1,9,4168.91,10741.12,0
37,male,51978.66,0.82,16824.05,business,6102.25,2.51,23643.97,5280.83,0,4,2722.53,3006.44,0
22,female,41995.3,6.56,9012.73,electronics,11979.88,1.25,10157.29,1290.6,1,9,2939.49,3640.56,1
56,female,59701.97,13.3,28969.15,other,14298.91,5.06,26023.21,7204.91,0,4,6057.15,6590.11,0
32,male,56251.53,1.05,13875.45,business,11992.92,0.13,17875.98,2044.13,0,2,5450.89,9824.91,0
45,female,67531.05,1.54,500.0,medical,3056.13,6.34,17169.78,6697.55,1,7,2826.0,1488.44,0
57,female,35616.19,2.97,3980.99,education,8637.86,5.61,13591.6,5368.71,1,6,8436.25,1622.11,1
62,male,37162.67,17.37,500.0,furniture,5627.6,10.53,15409.94,4376.4,1,7,115.41,1647.6,0
70,female,36376.14,0.39,12138.68,medical,801.54,4.01,10660.99,8279.93,0,1,-1556.33,10489.05,0
25,female,59234.43,1.12,11025.56,medical,609.61,8.69,16003.26,2333.11,2,5,1967.49,3591.19,0
53,female,71970.74,3.2,8252.59,business,7849.61,7.93,23819.98,8484.32,0,1,878.57,2253.41,0
36,male,36740.87,0.37,28087.41,education,852.32,1.7,12273.85,5910.75,1,9,-5396.02,6345.38,0
61,female,37354.07,7.16,16391.86,car,6756.01,4.85,10092.76,1376.85,0,1,42.86,14987.53,0
40,male,50653.39,0.81,17808.79,furniture,2160.01,12.56,20416.62,14958.9,1,11,3030.76,4445.7,1
18,female,40576.29,0.19,4551.41,other,5548.48,4.65,10545.32,8735.5,1,1,1825.92,2383.32,1
66,female,62136.97,1.37,4006.84,furniture,7526.24,2.71,17472.87,9286.77,1,7,-329.38,15657.99,1
61,female,8000.0,8.39,12294.44,business,717.24,10.61,2737.02,314.94,1,4,2126.98,11978.81,1
36,female,30119.31,0.77,13384.06,business,3675.25,0.81,14901.21,8575.74,1,2,2369.22,11108.95,1
65,female,30916.51,0.32,500.0,education,3717.19,1.42,6315.45,2177.9,0,4,4145.22,995.88,0
41,male,8000.0,1.81,10557.54,other,2169.82,0.4,1542.25,661.64,2,1,75.5,401.03,1
41,male,27654.51,7.78,12112.58,business,10049.12,0.16,4722.14,4243.48,0,8,4621.57,0.0,1
35,female,28527.19,1.06,10278.81,other,8457.09,1.91,10719.88,3786.25,0,10,-1271.93,9789.5,0
46,female,41380.12,6.14,5492.88,furniture,2713.37,2.88,11571.45,7484.46,1,4,489.87,4461.98,0
74,female,65033.39,5.99,7683.72,medical,16764.74,10.34,16612.29,2290.34,0,5,7096.98,0.0,0
20,female,40588.91,1.42,10585.13,medical,11863.53,21.33,7372.41,3882.92,0,2,-1071.63,11211.09,1
51,male,26445.35,2.69,12726.4,other,892.15,8.89,12071.12,1037.92,1,6,23.7,1975.89,0
27,female,43974.82,1.32,16838.33,electronics,4915.77,1.66,12192.86,3895.57,0,11,-1759.33,2715.52,0
25,female,63885.13,1.14,20646.85,electronics,15539.28,0.33,21917.54,12553.18,0,6,-481.8,0.0,1
21,female,27432.74,3.59,9645.22,medical,2734.11,18.79,3978.07,2436.38,2,10,2415.09,6953.19,1
33,male,28609.65,13.52,8350.75,medical,8196.44,4.48,4096.58,862.2,0,9,4119.63,7010.62,0
59,male,55053.88,1.91,15501.25,furniture,11640.34,4.94,6988.64,2925.39,1,2,1944.09,3712.07,0
59,male,41012.35,15.91,16886.76,electronics,9144.5,18.65,10127.53,5628.84,1,1,1025.93,1490.57,1
63,male,56654.72,2.3,8526.4,medical,17982.74,12.05,16381.98,9618.45,3,4,-1728.32,19758.81,0
26,male,44754.36,4.01,18323.15,education,12253.14,3.59,8853.81,4241.4,2,11,-181.39,0.0,1
24,male,57629.95,2.01,19836.68,other,3658.42,15.28,13823.75,8714.59,1,2,-2638.11,0.0,1
73,female,26368.59,0.74,22333.49,business,2726.71,0.59,2702.89,1821.51,2,1,4209.68,8249.54,1
70,female,44782.48,0.18,26226.57,other,8479.72,0.54,10767.29,3726.0,1,11,4418.22,0.0,1
57,male,41207.58,9.99,5068.67,electronics,4016.95,0.11,6085.06,1896.15,0,3,1878.66,0.0,0
65,female,23113.96,1.49,12111.19,medical,4861.22,1.09,3498.39,982.98,2,4,3324.35,10789.11,0
63,female,16857.4,11.97,12090.22,furniture,3535.29,6.86,1716.12,501.73,1,9,4628.7,7631.15,1
50,female,57343.48,2.3,11215.41,business,3735.96,8.34,21707.5,8370.49,1,2,2303.63,6904.83,0
45,female,38682.86,0.02,6805.9,electronics,7361.49,0.09,18278.17,5038.56,4,2,6180.83,5090.95,1
73,male,26598.95,3.13,500.0,education,2382.93,6.16,9272.88,5707.25,1,8,-1071.38,0.0,1
56,male,43268.78,8.77,12741.44,medical,5113.42,4.86,5991.9,4357.26,0,1,953.99,2483.97,1
68,female,65304.34,4.09,5853.15,car,12372.08,2.93,32381.8,15215.22,1,8,596.77,3525.55,0
29,female,8000.0,7.35,12687.95,furniture,2118.79,2.04,3921.87,2114.41,2,6,3941.71,9077.3,1
30,male,18060.5,2.95,5647.65,education,1306.13,3.14,5188.67,312.63,1,3,-2302.42,6555.14,1
53,female,28388.04,0.91,3202.73,electronics,7513.3,10.21,4063.68,2039.05,1,7,6343.92,0.0,1
72,male,71301.22,2.06,13874.39,education,14738.0,1.12,27685.96,6127.01,0,4,3685.32,8737.25,0
53,female,50086.57,3.85,13207.37,education,9539.8,6.94,24271.31,7654.44,0,11,7250.88,0.0,0
43,female,58811.71,7.69,16634.26,car,7765.53,0.03,24199.83,13398.88,1,5,1878.29,2077.47,1
19,female,24477.1,0.55,29486.91,other,4760.31,10.89,8559.18,4731.22,1,9,349.04,0.0,1
26,female,24848.35,9.21,14218.32,business,2002.41,1.92,8556.1,3667.19,0,3,3971.32,0.0,1
31,male,53060.65,0.17,15880.65,business,6797.99,1.51,26061.65,14956.53,2,10,5091.7,15559.52,1
29,female,46048.94,0.03,3379.51,furniture,12208.63,0.52,5951.72,1089.48,0,4,-143.26,0.0,0
58,male,54877.3,1.14,1704.74,furniture,11123.01,4.32,8770.62,5711.17,0,6,-3992.79,0.0,0
56,female,41621.92,5.16,24662.64,business,8940.04,8.21,17994.18,11439.73,2,9,-3478.8,7062.41,1
39,female,50006.59,0.49,4612.16,car,23113.61,3.52,7903.3,2467.95,2,11,2784.15,1179.98,1
74,male,47846.14,10.53,3648.45,education,5804.53,0.14,12120.32,3803.18,0,9,6620.57,4933.35,0
40,female,58999.81,5.2,11687.21,other,13113.1,11.35,12543.34,6285.64,0,8,-1902.52,12577.3,0
43,male,59526.15,0.77,11278.46,other,4118.5,4.47,11749.15,4523.98,2,8,1182.9,7927.77,0
47,male,15842.3,0.99,4779.95,education,5123.39,0.06,1747.23,321.7,1,5,954.65,1187.91,1
50,female,8000.0,0.7,9560.21,furniture,1221.67,4.41,2612.0,1378.04,0,8,7761.6,3197.68,1
28,female,63031.42,3.06,21835.01,car,11020.04,0.15,16419.42,3192.84,2,7,8776.09,7183.64,0
35,male,66379.05,5.37,5552.05,furniture,2241.92,21.72,21283.52,7880.5,1,6,3273.36,7809.94,0
57,male,26628.79,0.92,850.62,furniture,4062.47,6.1,5906.35,664.9,1,4,4694.0,4124.52,0
66,female,11522.96,1.06,19540.75,education,806.37,0.61,5491.66,2946.13,0,4,4610.6,6163.65,1
42,female,46782.63,2.18,15938.38,medical,17904.66,11.67,15744.17,5932.95,0,2,-1840.96,6169.49,1
24,male,61755.09,0.13,7035.85,education,9024.46,1.5,29919.28,14399.63,0,8,4095.57,3446.64,1
66,female,77356.7,12.48,500.0,medical,6937.27,3.94,18565.79,12986.87,0,1,-1058.82,368.57,0
51,male,54293.36,0.45,6043.01,furniture,8231.29,2.06,5479.06,3832.87,3,2,1485.39,8455.57,0
42,female,38309.1,2.39,11562.36,electronics,3930.72,0.31,15802.74,8627.24,0,4,5419.21,5750.77,0
51,female,28923.65,3.19,21325.38,business,306.35,0.15,12464.69,840.6,1,2,2242.8,0.0,0
64,female,45206.12,1.86,3707.34,car,7278.36,6.86,5582.11,3237.45,0,9,5307.49,0.0,0
18,female,39613.24,7.74,11323.84,other,2852.15,1.58,13870.48,9835.11,0,2,5897.79,1115.97,1
38,male,26728.78,1.7,17401.16,other,4380.65,2.35,9740.16,2103.9,0,6,-3270.8,2793.21,0
